run_id,cwtropics,Bt_eq
0,21.438986624889495,0.003370357241842181
1,44.92240361879241,0.00470093473564559
2,5.888215623239598,0.0026076853784594567
3,35.65612948447797,0.00596639668564953
4,13.175229258934609,0.005477368141596445
5,37.61523308354694,0.0036899578485020553
6,30.632082302089447,0.00528649785194602
7,49.1208034135332,0.005387677168447987
8,68.41906896122137,0.0010633148165743328
9,24.281072343096227,0.0024602524423633487
10,14.046476456560864,0.004543619747975522
11,74.80833122822972,0.004743552762680453
12,40.80834281364634,0.004970988812031549
13,27.173230453137723,0.0039024685570782625
14,51.85550063579626,0.005159601362216483
15,72.22967898581958,0.002231792360378549
16,50.733336679686346,0.00687479005896112
17,76.86160466113577,0.003806818874350875
18,28.43650097463219,0.001782293171311259
19,70.29923633248161,0.004189004415355144
20,7.572657506066032,0.0019403606948319085
21,9.213087652291113,0.0027711305240017085
22,54.92055814009142,0.0031765290480057066
23,65.72574479120811,0.004053331518068436
24,56.202717400867634,0.0029718541166385637
25,29.51485583331657,0.00485677514776239
26,19.435220485790886,0.0015969603252881876
27,48.088327530525156,0.006737312304788761
28,78.89032339703498,0.0042982629442473615
29,77.32115170420568,0.0034398559934444364
30,17.27838693950355,0.0016736514337139948
31,33.90117864481314,0.005713107075019202
32,39.043330453069714,0.001253535065197303
33,32.39877160671472,0.00210006732601675
34,53.54740875695892,0.002801490243584323
35,46.40462715431818,0.0035207935240722027
36,22.131409201722025,0.0011676115016517688
37,67.6328715636306,0.0063614333341935995
38,72.89935482498507,0.006558531170101984
39,59.491467792919536,0.0024062755182931274
40,9.596148039462093,0.0069239906017151236
41,57.77924540848235,0.00564787506867681
42,63.49775179595308,0.0030510715554443388
43,61.427439049031555,0.002018912996368737
44,24.714521018282387,0.004391512955177224
45,64.86759285024169,0.0061344328185411155
46,16.945463651107566,0.0064503791007553685
47,43.448874591466584,0.0014089692823116865
48,11.474835764155728,0.006270309900072598
49,42.0912496582142,0.005903583140939025
